user_id,timestamp,song,artist,session_id,duration
392,2025-04-22 07:07:00,Comfortably Numb,Queen,9034,6.06
886,2024-10-05 04:16:00,Stairway to Heaven,U2,7625,4.64
216,2025-09-18 06:06:00,Hey Jude,Led Zeppelin,4527,6.3
349,2025-07-11 08:10:00,Hotel California,Eagles,7646,5.6
255,2025-02-24 04:13:00,Back in Black,Nirvana,9025,4.2
502,2025-11-12 21:59:00,Hotel California,AC/DC,6195,7.12
963,2024-01-08 02:37:00,Billie Jean,Led Zeppelin,2894,4.32
988,2025-09-29 05:42:00,Back in Black,AC/DC,8920,9.09
429,2024-09-22 11:08:00,Bohemian Rhapsody,Queen,7790,6.83
244,2025-09-25 06:29:00,Bohemian Rhapsody,Eagles,2664,9.79
460,2025-08-05 05:02:00,Hey Jude,Nirvana,8935,9.33
297,2025-03-05 00:09:00,Bohemian Rhapsody,Eagles,6808,4.22
363,2025-12-13 11:00:00,Hotel California,Nirvana,7455,2.5
892,2024-12-04 12:04:00,Smells Like Teen Spirit,Queen,1703,4.18
938,2024-12-31 04:10:00,Billie Jean,Pink Floyd,7576,8.07
650,2025-04-06 19:06:00,Hey Jude,U2,2498,7.48
472,2024-04-14 02:51:00,Bohemian Rhapsody,The Beatles,2700,8.79
748,2024-07-01 19:11:00,Hey Jude,Michael Jackson,2647,4.81
391,2024-01-28 16:00:00,With or Without You,Pink Floyd,6674,3.88
940,2024-12-27 16:22:00,Stairway to Heaven,AC/DC,4839,9.86
598,2025-01-24 20:28:00,With or Without You,Led Zeppelin,2243,4.44
844,2025-04-28 00:52:00,Bohemian Rhapsody,Led Zeppelin,2978,7.49
451,2024-04-30 11:35:00,With or Without You,Eagles,3266,6.6
42,2025-03-09 09:15:00,Like a Prayer,AC/DC,4966,6.85
92,2024-11-02 03:49:00,Like a Prayer,Eagles,9406,5.47
141,2025-02-20 17:56:00,Back in Black,Eagles,4853,9.44
361,2024-11-29 16:56:00,With or Without You,Led Zeppelin,6463,9.2
351,2024-04-26 20:50:00,Hotel California,Nirvana,1100,3.42
581,2025-11-26 16:20:00,Back in Black,Eagles,8903,3.49
814,2025-12-20 21:56:00,Bohemian Rhapsody,Madonna,3349,3.28
172,2025-11-10 10:42:00,Billie Jean,AC/DC,4842,8.19
377,2025-01-03 19:59:00,Billie Jean,Pink Floyd,8267,4.87
455,2024-02-01 18:36:00,Smells Like Teen Spirit,Led Zeppelin,2071,6.5
818,2025-06-28 05:10:00,Back in Black,AC/DC,7458,2.78
905,2024-12-30 15:12:00,Like a Prayer,AC/DC,4233,9.79
742,2024-02-04 04:13:00,Comfortably Numb,Pink Floyd,6659,8.01
821,2025-08-14 10:05:00,Billie Jean,Queen,6035,7.84
494,2024-03-17 22:58:00,Back in Black,Michael Jackson,4139,8.64
690,2024-03-11 14:01:00,Smells Like Teen Spirit,Led Zeppelin,9817,4.66
595,2024-01-16 13:10:00,Hotel California,Michael Jackson,9664,3.89
45,2024-04-19 14:19:00,Bohemian Rhapsody,AC/DC,6801,4.83
434,2024-06-24 10:05:00,With or Without You,The Beatles,4050,9.05
690,2025-07-12 00:30:00,Stairway to Heaven,Madonna,9861,7.43
357,2025-06-20 00:07:00,Hotel California,The Beatles,8265,3.88
183,2025-11-12 02:57:00,Comfortably Numb,Eagles,7897,3.34
366,2025-06-18 02:15:00,Bohemian Rhapsody,Pink Floyd,1012,7.39
720,2025-07-28 03:49:00,Stairway to Heaven,U2,5849,8.56
840,2024-01-06 20:03:00,Hotel California,Michael Jackson,5778,4.36
387,2025-06-06 08:21:00,Stairway to Heaven,Pink Floyd,4082,3.55
438,2024-02-03 04:08:00,Bohemian Rhapsody,Queen,6844,8.98
101,2024-08-09 15:37:00,Comfortably Numb,The Beatles,1405,4.05
154,2024-02-23 11:10:00,Smells Like Teen Spirit,Eagles,6349,4.86
161,2025-05-25 16:03:00,Comfortably Numb,Led Zeppelin,4923,9.51
334,2025-05-16 09:03:00,With or Without You,U2,2131,2.57
983,2025-05-26 19:23:00,Back in Black,Michael Jackson,5829,9.17
777,2024-01-18 03:23:00,With or Without You,Michael Jackson,7097,9.17
820,2024-05-25 21:19:00,Bohemian Rhapsody,Nirvana,1955,3.7
375,2024-11-03 12:16:00,Like a Prayer,Pink Floyd,9784,5.14
654,2024-10-09 13:33:00,Billie Jean,Pink Floyd,7959,4.43
850,2025-02-23 02:51:00,With or Without You,Queen,4150,6.51
389,2024-08-17 06:19:00,Billie Jean,Eagles,4060,3.43
366,2025-08-06 07:37:00,Bohemian Rhapsody,AC/DC,7979,8.26
748,2024-06-29 23:19:00,With or Without You,Pink Floyd,7753,7.69
676,2024-11-29 20:44:00,With or Without You,AC/DC,3063,7.64
600,2024-07-09 06:17:00,Billie Jean,Queen,7472,4.3
851,2024-12-01 12:26:00,Back in Black,Eagles,2369,8.48
470,2025-07-08 08:21:00,Billie Jean,Michael Jackson,5973,3.36
297,2025-07-29 22:15:00,Hotel California,Madonna,1055,8.54
601,2024-03-12 11:05:00,Stairway to Heaven,Pink Floyd,8426,9.05
376,2025-02-01 17:02:00,Smells Like Teen Spirit,Nirvana,6785,9.26
642,2025-08-24 15:05:00,With or Without You,Queen,2238,4.57
962,2025-01-02 07:41:00,With or Without You,Queen,6507,3.86
220,2024-04-05 18:50:00,Billie Jean,AC/DC,6146,3.65
882,2024-06-26 00:36:00,Like a Prayer,Nirvana,9645,5.7
290,2025-12-07 06:57:00,Hey Jude,AC/DC,4277,7.43
394,2024-03-11 10:12:00,Bohemian Rhapsody,Michael Jackson,5692,2.76
527,2024-08-05 13:53:00,Billie Jean,U2,2991,2.72
768,2025-12-16 13:39:00,Comfortably Numb,Nirvana,3999,9.87
630,2024-04-17 14:25:00,Hey Jude,U2,5195,3.48
474,2024-02-01 07:05:00,Billie Jean,U2,9057,7.94
253,2024-09-16 09:33:00,Smells Like Teen Spirit,The Beatles,2156,5.13
654,2025-10-13 15:41:00,Hotel California,Pink Floyd,6152,6.11
584,2024-03-08 07:13:00,Hey Jude,AC/DC,6623,7.94
80,2025-11-19 18:30:00,With or Without You,Pink Floyd,6071,2.75
296,2024-03-21 05:33:00,Hey Jude,U2,3661,7.68
19,2025-04-01 08:02:00,Billie Jean,AC/DC,7707,9.26
992,2024-01-19 23:37:00,Bohemian Rhapsody,Michael Jackson,8407,7.99
686,2024-05-13 11:37:00,Billie Jean,Michael Jackson,8214,8.92
713,2025-03-01 12:49:00,Bohemian Rhapsody,Led Zeppelin,8161,9.85
178,2024-04-17 00:29:00,Stairway to Heaven,Eagles,6419,5.72
804,2024-04-17 15:09:00,Hey Jude,Madonna,3227,9.1
365,2024-10-17 11:34:00,Stairway to Heaven,Eagles,7397,5.8
438,2025-01-10 02:19:00,Back in Black,Led Zeppelin,5309,8.61
725,2025-03-03 01:33:00,Hotel California,Queen,2527,7.89
358,2025-03-27 17:03:00,Like a Prayer,Madonna,1603,6.76
972,2024-09-18 08:36:00,Smells Like Teen Spirit,Queen,3891,4.56
336,2024-04-04 03:14:00,Stairway to Heaven,Pink Floyd,1546,7.05
211,2025-11-06 02:18:00,Bohemian Rhapsody,The Beatles,1785,3.79
146,2024-11-14 00:08:00,Smells Like Teen Spirit,Michael Jackson,6716,9.12
405,2024-09-13 17:18:00,Like a Prayer,AC/DC,2678,2.99
878,2025-04-16 22:21:00,Hey Jude,Pink Floyd,1914,6.05
689,2025-11-18 02:52:00,Stairway to Heaven,Nirvana,5229,4.49
698,2025-05-08 00:42:00,Hey Jude,The Beatles,4998,6.51
782,2025-12-08 21:57:00,Billie Jean,The Beatles,9532,7.43
900,2025-05-05 15:45:00,Smells Like Teen Spirit,Madonna,9699,6.51
464,2025-05-17 19:17:00,Hotel California,Queen,7133,3.07
329,2025-03-18 22:11:00,Bohemian Rhapsody,The Beatles,9559,3.13
554,2024-09-16 12:46:00,With or Without You,Nirvana,2856,8.91
578,2025-10-13 23:58:00,Back in Black,U2,1133,8.88
750,2025-06-02 11:56:00,Hotel California,Queen,7137,7.44
550,2025-04-27 17:39:00,Smells Like Teen Spirit,AC/DC,1450,3.3
215,2024-09-25 09:40:00,Stairway to Heaven,U2,6929,7.55
631,2024-02-11 04:08:00,Smells Like Teen Spirit,The Beatles,9507,7.94
787,2024-01-19 21:33:00,Stairway to Heaven,Led Zeppelin,4981,3.26
647,2024-10-07 18:49:00,Back in Black,AC/DC,7330,8.33
145,2024-08-28 14:50:00,Back in Black,U2,5139,4.2
973,2025-05-12 08:56:00,Billie Jean,Madonna,4393,2.91
425,2024-04-26 07:11:00,Comfortably Numb,Nirvana,1002,4.41
639,2024-03-11 10:12:00,Hey Jude,Eagles,6530,6.87
742,2024-06-05 23:50:00,Back in Black,Queen,4006,5.31
10,2024-12-28 06:12:00,Hey Jude,Nirvana,9258,9.41
183,2025-05-18 20:00:00,Comfortably Numb,Michael Jackson,6344,3.66
504,2025-08-19 18:51:00,Billie Jean,Nirvana,4395,7.31
732,2024-04-22 15:41:00,Billie Jean,AC/DC,9309,9.98
796,2025-11-26 11:36:00,With or Without You,U2,2358,4.19
883,2025-04-30 11:46:00,Billie Jean,Madonna,8628,2.56
987,2024-12-26 19:21:00,Comfortably Numb,Eagles,1632,4.44
292,2025-10-11 04:48:00,Back in Black,U2,6255,4.75
651,2025-10-24 16:06:00,With or Without You,Nirvana,5200,3.91
228,2024-01-05 03:04:00,Smells Like Teen Spirit,Queen,8546,8.91
287,2024-01-13 17:39:00,Hotel California,The Beatles,9858,3.87
971,2025-06-07 10:28:00,Like a Prayer,Madonna,9034,6.96
315,2025-03-28 08:59:00,With or Without You,Madonna,2212,3.97
441,2025-08-30 15:11:00,Hey Jude,Nirvana,2590,3.13
268,2025-12-31 23:20:00,Stairway to Heaven,Michael Jackson,5080,7.26
511,2024-03-04 17:55:00,Comfortably Numb,U2,7204,8.43
836,2025-03-03 06:54:00,Smells Like Teen Spirit,Led Zeppelin,3166,9.23
241,2024-08-12 03:12:00,With or Without You,Led Zeppelin,3435,3.68
531,2025-02-02 05:15:00,Stairway to Heaven,The Beatles,2672,7.24
573,2025-09-11 07:38:00,Smells Like Teen Spirit,Michael Jackson,9991,4.11
789,2025-06-05 14:19:00,Comfortably Numb,Led Zeppelin,9883,4.34
425,2024-02-09 23:27:00,With or Without You,U2,3470,8.15
996,2025-06-26 08:45:00,Hey Jude,The Beatles,6518,9.08
697,2025-09-26 17:23:00,Smells Like Teen Spirit,U2,2339,6.62
770,2024-01-14 13:59:00,Hotel California,Queen,9016,8.37
506,2025-12-24 23:24:00,Back in Black,AC/DC,7339,9.06
387,2024-02-22 15:25:00,Hey Jude,AC/DC,4828,2.6
132,2024-01-14 12:56:00,Hey Jude,Madonna,1672,8.6
230,2025-11-06 05:47:00,With or Without You,Nirvana,6638,6.81
525,2025-06-04 20:53:00,Back in Black,Michael Jackson,3211,5.0
711,2024-01-15 15:04:00,Back in Black,U2,2729,9.62
803,2025-11-16 16:57:00,Hotel California,Eagles,8128,6.79
597,2024-10-04 09:29:00,Hey Jude,U2,6155,7.61
632,2025-02-26 18:20:00,Back in Black,Pink Floyd,7192,9.48
597,2024-08-28 08:08:00,Hey Jude,Led Zeppelin,2159,6.26
610,2025-07-21 07:34:00,Back in Black,U2,9685,3.71
821,2024-10-22 05:23:00,Smells Like Teen Spirit,Eagles,8789,5.18
790,2024-02-27 01:25:00,Stairway to Heaven,Queen,3622,4.74
643,2025-07-15 19:54:00,Billie Jean,The Beatles,5927,5.41
179,2025-09-05 06:33:00,Back in Black,Pink Floyd,4430,7.63
252,2025-09-05 00:32:00,Bohemian Rhapsody,Eagles,6637,3.01
270,2024-04-04 21:03:00,Back in Black,Pink Floyd,3376,6.12
622,2025-03-26 17:20:00,Back in Black,Nirvana,6879,4.55
88,2025-03-21 09:32:00,Hey Jude,The Beatles,5310,4.39
568,2024-09-14 22:02:00,Like a Prayer,Nirvana,2347,4.17
520,2024-08-10 00:15:00,Like a Prayer,U2,7212,5.32
913,2025-08-06 01:09:00,Bohemian Rhapsody,Led Zeppelin,4392,5.78
783,2025-06-22 18:45:00,Stairway to Heaven,The Beatles,9784,5.01
627,2025-04-08 01:44:00,Bohemian Rhapsody,Madonna,5067,2.9
963,2025-07-03 00:44:00,Hotel California,U2,5326,5.07
1,2025-09-26 08:43:00,Hey Jude,AC/DC,5469,3.69
437,2024-09-17 11:52:00,Billie Jean,Michael Jackson,1138,8.67
37,2025-05-07 14:29:00,Hey Jude,Pink Floyd,5859,6.11
245,2025-02-07 03:36:00,Stairway to Heaven,Nirvana,7765,8.78
882,2025-10-26 21:04:00,Billie Jean,Madonna,2837,5.97
658,2025-10-27 15:37:00,Hotel California,U2,7177,6.94
136,2024-08-04 23:09:00,With or Without You,Led Zeppelin,2603,5.17
926,2024-06-17 02:56:00,With or Without You,Queen,2637,3.05
28,2025-03-28 23:04:00,Back in Black,AC/DC,1077,6.34
214,2025-08-09 03:52:00,Bohemian Rhapsody,Michael Jackson,9663,9.76
885,2024-11-11 22:53:00,Hotel California,Eagles,5078,4.69
978,2024-11-20 16:43:00,Billie Jean,Michael Jackson,6832,3.47
813,2025-06-26 21:16:00,Bohemian Rhapsody,Pink Floyd,6966,7.22
595,2025-02-11 13:47:00,Smells Like Teen Spirit,Led Zeppelin,4032,8.12
285,2024-10-07 02:50:00,Hotel California,Madonna,9354,4.47
708,2025-04-19 08:15:00,Hey Jude,Pink Floyd,5524,9.13
503,2024-05-26 06:11:00,Back in Black,U2,9783,6.65
121,2025-11-26 09:21:00,Hotel California,Queen,6502,3.57
284,2025-03-22 08:34:00,Bohemian Rhapsody,Michael Jackson,1092,8.43
236,2025-02-28 18:18:00,Hotel California,Eagles,2186,9.19
740,2025-04-24 10:10:00,Bohemian Rhapsody,The Beatles,1690,6.8
177,2024-04-29 20:19:00,Hotel California,Nirvana,1206,5.02
11,2024-06-25 15:41:00,Stairway to Heaven,Madonna,8474,5.99
914,2025-02-01 02:36:00,Bohemian Rhapsody,Madonna,1339,8.61
343,2024-06-13 19:59:00,Comfortably Numb,U2,8903,8.18
291,2024-09-30 07:18:00,Comfortably Numb,U2,7807,3.94
950,2025-08-06 09:10:00,Back in Black,The Beatles,5154,5.21
20,2024-08-22 22:44:00,Back in Black,Queen,2329,2.83
763,2025-09-26 20:02:00,Smells Like Teen Spirit,Eagles,8849,3.22
409,2025-06-04 21:40:00,Stairway to Heaven,Nirvana,9384,8.68
343,2025-05-15 08:23:00,Stairway to Heaven,U2,5435,7.13
858,2025-01-09 12:01:00,Like a Prayer,Michael Jackson,9964,3.12
195,2024-05-03 12:18:00,Bohemian Rhapsody,U2,5869,7.41
864,2025-03-31 10:07:00,Bohemian Rhapsody,Eagles,7411,4.89
654,2024-04-02 14:41:00,Hotel California,Eagles,8684,5.37
532,2025-09-20 12:27:00,Bohemian Rhapsody,Queen,3262,4.36
466,2024-10-04 00:18:00,Comfortably Numb,Queen,3087,9.31
571,2025-07-05 08:34:00,Hotel California,Madonna,9974,5.38
877,2024-06-01 12:14:00,Hey Jude,Queen,8325,4.9
264,2025-12-22 15:19:00,Billie Jean,Michael Jackson,5057,4.99
461,2024-10-15 21:52:00,Smells Like Teen Spirit,AC/DC,3395,2.84
27,2025-12-18 05:21:00,Like a Prayer,Nirvana,3047,5.95
683,2024-01-13 17:36:00,Hey Jude,The Beatles,2018,5.18
865,2025-03-06 20:30:00,Hotel California,AC/DC,3081,8.96
195,2024-04-24 15:22:00,Like a Prayer,Madonna,5665,7.87
835,2024-12-23 06:29:00,With or Without You,AC/DC,6901,9.2
725,2025-09-06 08:53:00,With or Without You,Queen,8573,7.62
765,2025-12-21 20:50:00,Hey Jude,AC/DC,5745,4.76
769,2024-07-09 19:30:00,Comfortably Numb,Eagles,5038,7.69
786,2024-08-14 21:44:00,Smells Like Teen Spirit,Led Zeppelin,3405,3.4
242,2025-08-07 12:33:00,With or Without You,The Beatles,1382,5.59
654,2025-02-09 09:18:00,Hey Jude,U2,7871,6.52
1000,2024-10-06 01:31:00,Hotel California,Madonna,5074,9.45
318,2025-06-16 19:15:00,With or Without You,U2,8541,6.44
885,2025-09-10 10:52:00,Hotel California,Led Zeppelin,1584,5.12
232,2024-01-18 16:39:00,Like a Prayer,Nirvana,3939,8.69
860,2025-08-01 04:24:00,Like a Prayer,U2,3359,4.95
359,2024-12-08 16:49:00,Stairway to Heaven,Pink Floyd,3716,3.21
609,2025-06-17 06:27:00,Hey Jude,U2,6431,6.01
970,2025-08-02 23:22:00,Billie Jean,Nirvana,3565,6.08
920,2024-12-29 01:05:00,Bohemian Rhapsody,Madonna,6150,2.86
721,2024-03-13 06:48:00,Back in Black,AC/DC,5860,7.19
226,2025-08-29 15:45:00,Hey Jude,AC/DC,6240,9.84
919,2024-04-28 07:20:00,Billie Jean,Led Zeppelin,3353,5.5
385,2025-01-28 03:30:00,Like a Prayer,Nirvana,6148,6.84
82,2025-03-11 20:24:00,Comfortably Numb,The Beatles,4886,9.49
770,2025-09-27 22:10:00,Hotel California,Queen,2570,7.38
720,2024-09-05 18:16:00,Bohemian Rhapsody,Led Zeppelin,4443,3.75
559,2025-06-03 10:09:00,Comfortably Numb,U2,1565,7.68
115,2024-12-12 00:39:00,Hey Jude,Madonna,5241,9.4
421,2025-11-21 09:56:00,Comfortably Numb,Led Zeppelin,7598,7.36
413,2024-03-19 15:00:00,Bohemian Rhapsody,U2,6907,7.18
343,2024-12-24 04:03:00,Billie Jean,Pink Floyd,1223,2.59
817,2024-08-31 18:35:00,Hey Jude,AC/DC,4502,7.14
333,2024-10-03 16:22:00,Stairway to Heaven,Madonna,5835,5.91
453,2024-09-21 10:34:00,Back in Black,Michael Jackson,7618,5.5
108,2025-06-28 16:54:00,Hotel California,U2,8705,3.89
670,2024-12-08 12:59:00,Stairway to Heaven,Michael Jackson,8810,3.93
471,2024-10-04 14:26:00,Stairway to Heaven,Nirvana,3840,3.7
151,2024-04-13 10:58:00,Comfortably Numb,The Beatles,2226,8.03
787,2024-12-27 04:47:00,Smells Like Teen Spirit,Eagles,3040,4.1
3,2024-06-06 10:11:00,Hey Jude,Led Zeppelin,8343,4.28
348,2025-02-04 08:16:00,With or Without You,Led Zeppelin,8556,3.1
890,2024-04-30 06:49:00,Stairway to Heaven,Pink Floyd,7672,5.95
540,2025-11-03 14:42:00,Stairway to Heaven,Eagles,4292,5.3
286,2024-05-03 16:25:00,Hotel California,AC/DC,4836,4.59
648,2024-12-14 12:08:00,Billie Jean,Pink Floyd,7630,3.4
76,2025-05-12 09:53:00,Hey Jude,Pink Floyd,6121,3.03
792,2025-01-07 07:46:00,Like a Prayer,The Beatles,3510,5.81
189,2025-04-29 23:37:00,Hotel California,U2,3528,9.43
705,2024-12-15 04:50:00,Back in Black,Nirvana,4819,5.65
936,2024-04-23 10:37:00,Comfortably Numb,Pink Floyd,1884,4.5
134,2025-06-07 13:40:00,Comfortably Numb,Nirvana,1515,3.32
228,2025-06-11 00:54:00,Smells Like Teen Spirit,Madonna,1766,7.04
375,2024-04-21 13:10:00,Like a Prayer,Michael Jackson,6963,4.89
465,2025-01-31 04:17:00,Billie Jean,Pink Floyd,9288,6.8
972,2025-11-26 03:45:00,With or Without You,Michael Jackson,8145,4.79
481,2024-05-02 04:47:00,Hotel California,The Beatles,6447,6.39
235,2025-05-04 00:24:00,Hey Jude,Queen,9371,7.07
587,2025-07-12 18:39:00,Hey Jude,Eagles,3101,8.48
711,2025-09-12 04:58:00,Bohemian Rhapsody,Michael Jackson,5093,3.28
526,2025-04-17 02:29:00,With or Without You,The Beatles,8749,9.23
322,2024-08-24 02:30:00,Hey Jude,The Beatles,8938,4.17
12,2025-01-15 12:22:00,Billie Jean,Eagles,2133,8.99
822,2025-05-18 07:10:00,Hotel California,The Beatles,6391,8.13
280,2024-03-11 06:21:00,Stairway to Heaven,AC/DC,7354,5.7
10,2024-04-22 21:00:00,Hey Jude,Pink Floyd,9742,8.96
660,2025-05-02 19:30:00,Hey Jude,U2,6788,6.39
178,2024-06-18 06:57:00,With or Without You,The Beatles,7262,4.37
718,2025-01-22 19:49:00,Like a Prayer,Queen,6808,8.21
833,2024-11-09 13:46:00,Billie Jean,Queen,7913,6.03
171,2024-10-27 20:17:00,With or Without You,U2,3653,8.76
900,2024-04-27 09:09:00,Smells Like Teen Spirit,Madonna,2185,5.75
455,2024-01-18 12:13:00,Hotel California,Led Zeppelin,9077,7.25
134,2024-01-25 08:29:00,Stairway to Heaven,AC/DC,5507,4.74
788,2024-11-28 23:44:00,Bohemian Rhapsody,Eagles,8265,3.38
883,2025-05-15 06:56:00,Comfortably Numb,The Beatles,4231,4.51
691,2024-02-14 14:19:00,Bohemian Rhapsody,AC/DC,1334,5.18
831,2024-05-19 09:49:00,Hotel California,Nirvana,4048,7.83
674,2024-09-05 22:05:00,Back in Black,Michael Jackson,4284,9.25
573,2024-08-18 09:58:00,Bohemian Rhapsody,Eagles,5461,8.2
490,2025-10-14 20:59:00,Smells Like Teen Spirit,Eagles,8064,3.69
924,2025-07-26 13:18:00,Hey Jude,Madonna,9385,3.0
490,2025-07-17 04:48:00,Hey Jude,The Beatles,6201,5.74
364,2025-11-14 06:00:00,With or Without You,Pink Floyd,6532,9.55
252,2024-03-22 10:30:00,Billie Jean,Eagles,5188,5.68
966,2024-11-16 00:45:00,Hey Jude,Madonna,9890,5.7
740,2025-02-17 04:09:00,Smells Like Teen Spirit,The Beatles,6956,7.24
735,2025-07-15 22:40:00,Stairway to Heaven,U2,2394,8.66
665,2025-09-26 12:19:00,Back in Black,Pink Floyd,9936,4.52
293,2025-11-04 11:13:00,With or Without You,The Beatles,5061,9.64
482,2024-02-21 17:32:00,Smells Like Teen Spirit,Michael Jackson,9738,8.97
441,2025-06-03 04:19:00,Bohemian Rhapsody,Eagles,9597,8.37
687,2025-08-29 13:41:00,Bohemian Rhapsody,Madonna,8583,2.67
324,2025-07-29 03:15:00,Billie Jean,AC/DC,2611,2.54
824,2025-07-30 10:44:00,Bohemian Rhapsody,Queen,2714,8.13
534,2025-09-18 20:04:00,Like a Prayer,Madonna,4603,2.84
593,2024-03-16 23:42:00,With or Without You,Pink Floyd,6742,3.94
457,2025-08-10 10:41:00,Hotel California,The Beatles,9927,6.0
159,2024-04-04 15:12:00,Hotel California,Eagles,9834,3.86
802,2025-01-07 11:17:00,Like a Prayer,Madonna,4278,7.59
514,2024-09-19 18:34:00,Billie Jean,Pink Floyd,4029,7.51
641,2025-02-22 05:25:00,Smells Like Teen Spirit,Madonna,5483,9.21
44,2024-09-07 09:23:00,With or Without You,The Beatles,8937,2.72
411,2025-04-10 08:12:00,Hotel California,Queen,9463,5.71
630,2024-06-14 22:48:00,Bohemian Rhapsody,Led Zeppelin,3246,8.31
298,2025-08-05 07:54:00,With or Without You,Pink Floyd,1535,3.16
645,2025-08-21 23:55:00,Hotel California,Michael Jackson,7046,5.69
711,2024-11-01 13:09:00,Smells Like Teen Spirit,Queen,3179,8.08
272,2025-12-06 03:05:00,Hotel California,Pink Floyd,7538,3.59
978,2025-06-06 16:57:00,With or Without You,Michael Jackson,3601,6.56
92,2025-02-09 02:03:00,Like a Prayer,Pink Floyd,2101,4.04
785,2024-03-13 17:45:00,Comfortably Numb,Nirvana,6284,6.52
730,2024-12-28 19:35:00,With or Without You,The Beatles,4190,2.89
793,2024-07-03 09:14:00,Hotel California,Madonna,8524,9.5
414,2024-12-11 18:17:00,Smells Like Teen Spirit,The Beatles,2117,6.4
349,2024-06-01 02:30:00,Stairway to Heaven,Queen,9851,7.31
469,2024-03-13 01:10:00,Comfortably Numb,Queen,7327,6.01
960,2024-12-31 19:01:00,Comfortably Numb,Nirvana,5125,4.53
911,2024-10-08 23:21:00,Hotel California,AC/DC,3153,3.26
733,2025-07-02 01:17:00,Hotel California,Pink Floyd,8400,3.22
125,2025-01-04 20:50:00,Like a Prayer,Madonna,4129,2.51
815,2025-08-15 01:31:00,Billie Jean,Led Zeppelin,8267,8.87
997,2025-10-14 22:49:00,Comfortably Numb,AC/DC,6612,7.98
602,2025-11-22 09:41:00,With or Without You,AC/DC,7093,5.29
814,2024-10-25 21:47:00,Hotel California,Led Zeppelin,4769,8.44
385,2025-09-22 00:27:00,With or Without You,Led Zeppelin,1593,8.31
135,2025-04-21 09:05:00,Stairway to Heaven,The Beatles,4981,2.73
46,2024-08-13 23:47:00,Like a Prayer,U2,1409,4.06
13,2024-01-02 00:56:00,Like a Prayer,Eagles,9888,4.44
746,2025-10-08 08:56:00,Hey Jude,Pink Floyd,9061,2.65
680,2024-07-17 11:34:00,With or Without You,Eagles,5263,9.16
609,2024-06-09 14:53:00,Bohemian Rhapsody,Madonna,4634,4.06
552,2024-09-17 04:19:00,Hotel California,Nirvana,4174,7.79
920,2025-07-12 20:57:00,Bohemian Rhapsody,Eagles,2923,4.18
935,2025-06-11 04:50:00,With or Without You,Pink Floyd,6032,7.4
404,2024-08-16 16:13:00,Hotel California,Pink Floyd,6743,2.89
167,2025-03-10 19:04:00,Bohemian Rhapsody,Led Zeppelin,2757,3.91
386,2025-11-18 12:39:00,With or Without You,The Beatles,1297,7.36
570,2025-07-21 05:25:00,Smells Like Teen Spirit,Led Zeppelin,6297,2.73
602,2025-02-02 08:32:00,With or Without You,Queen,7275,9.89
521,2025-08-15 23:56:00,Hotel California,Eagles,8501,7.3
731,2024-10-26 23:37:00,Comfortably Numb,AC/DC,6518,4.67
467,2024-10-09 22:28:00,Hotel California,Eagles,1762,6.43
971,2024-03-16 06:08:00,Smells Like Teen Spirit,Eagles,3183,5.19
324,2025-03-27 16:14:00,With or Without You,Pink Floyd,2508,5.87
700,2025-07-12 05:02:00,Comfortably Numb,Pink Floyd,5751,3.89
532,2024-08-06 22:57:00,Comfortably Numb,Michael Jackson,4969,3.43
590,2025-08-15 03:40:00,Bohemian Rhapsody,Queen,4750,8.16
458,2024-10-31 02:56:00,Bohemian Rhapsody,Madonna,1273,5.14
604,2025-07-04 09:21:00,Bohemian Rhapsody,Eagles,5746,6.56
896,2024-12-11 10:11:00,Billie Jean,Michael Jackson,3258,3.03
285,2024-08-13 18:18:00,Comfortably Numb,U2,2521,4.72
851,2025-05-03 14:33:00,Smells Like Teen Spirit,Queen,4665,4.5
882,2025-06-06 06:37:00,Like a Prayer,Pink Floyd,3068,3.32
976,2025-11-01 22:08:00,Comfortably Numb,Eagles,7374,3.44
33,2024-05-23 01:21:00,Hey Jude,Pink Floyd,4299,4.1
138,2024-05-11 15:08:00,Bohemian Rhapsody,The Beatles,6797,3.45
781,2025-05-11 18:45:00,Back in Black,The Beatles,6614,4.62
148,2025-03-02 21:32:00,Hotel California,The Beatles,1765,5.56
126,2025-08-23 18:48:00,Smells Like Teen Spirit,Eagles,8488,8.03
114,2025-12-09 15:32:00,Back in Black,The Beatles,6310,6.14
181,2025-08-25 01:35:00,Hotel California,Michael Jackson,8598,6.99
406,2024-08-11 13:45:00,Smells Like Teen Spirit,Eagles,6640,8.22
402,2025-12-10 18:29:00,Billie Jean,Led Zeppelin,9458,4.88
607,2024-11-15 12:05:00,Like a Prayer,Michael Jackson,3458,9.87
935,2025-08-20 21:21:00,Back in Black,Led Zeppelin,9523,6.55
475,2025-08-15 11:25:00,Smells Like Teen Spirit,U2,9975,5.15
748,2025-12-04 18:02:00,Hotel California,Eagles,6469,8.97
264,2024-11-30 20:47:00,Bohemian Rhapsody,Nirvana,5683,7.1
537,2025-10-15 12:29:00,Back in Black,Queen,7284,5.08
300,2024-01-24 10:43:00,With or Without You,Eagles,1960,2.59
627,2024-10-15 14:15:00,Smells Like Teen Spirit,Eagles,2745,8.59
474,2024-09-06 22:56:00,Bohemian Rhapsody,Queen,2654,9.93
686,2025-11-01 08:22:00,Stairway to Heaven,Michael Jackson,8825,9.06
